Id,Label,Category,#photos,#videos,#replies,#retweets,#likes
614,dertli23k,Other,0,0,1,0,0
615,hsynyalin,Person,0,0,0,0,0
616,murattozan,Person,0,0,0,0,0
617,mehmet_garbi,Person,1,0,0,5,18
618,hamideok,Other,1,0,0,0,3
619,ouhayhak,Other,1,0,0,7,3
620,ittihadululema,Other,1,0,0,34,79
621,ikuedu,Institutional,1,0,0,6,18
622,efesselcukbel,Person,1,0,0,0,14
623,44melike,Other,0,0,1,0,7
624,siirtunidakik,Institutional,0,0,4,24,64
625,tckazanbk,Other,1,0,0,0,2
626,trtistradyosu,Other,1,0,0,0,0
627,memet_hizir,Other,0,0,0,0,0
628,oguzhank77,Other,1,0,0,0,0
629,guneyin_sesi,Other,0,0,0,0,0
630,trtradyo1,Other,1,0,0,0,0
631,ismailakdeniz1,Person,1,0,1,0,12
632,cihanigul,Other,1,0,1,3,23
633,rusabur,Other,0,1,0,1,2
634,peacebalproject,Other,1,0,0,2,3
635,seyitogluemin,Other,1,0,0,0,2
636,seko06ankara,Other,0,0,0,0,0
637,tasar_cemal,Other,1,0,2,33,158
638,hakantasberlin,Other,0,0,0,1,0
639,mmtayd61,Other,1,0,0,0,0
640,mattanya__,Other,0,1,0,1,0
641,kemaltuncoglu,Other,0,0,0,0,0
642,mustafakalkinan,Person,0,0,0,0,0
643,atillaalpar,Other,1,0,1,1,1
644,cahityayan,Other,0,0,0,0,1
645,afad_edirne,Institutional,1,0,0,0,2
646,ismail_baki,Other,1,0,0,2,30
647,samsunkenthaber,Media,1,0,0,0,2
648,ceyhansiltag,Other,0,0,0,0,0
649,turkishembassyp,Other,1,0,0,0,0
650,akyaziborsa,Other,1,0,0,0,7
651,memet_hakan_boz,Other,1,0,0,0,1
652,ergisi5,Other,0,0,0,5,15
653,afadbaskanlik,Institutional,1,0,36,411,1747
654,eyyup_deger,Other,1,0,0,17,81
655,musaeart,Other,1,0,0,1,0
656,tem3832tem,Other,0,0,0,1,2
657,fatih_sulku,Person,1,0,0,5,16
658,alideniz02,Person,1,0,0,18,50
659,genckizilay17gb,Institutional,1,0,0,0,0
660,vahapdaa,Other,0,0,0,1,27
661,mrtcn4040,Other,0,0,0,0,0
662,aslitheyilgin,Other,1,0,1,1,17
663,leydikedi,Other,0,0,1,0,2
664,mahsum_yaz,Other,0,0,0,11,12
665,kosif0733,Other,0,0,0,0,3
666,ahmtela,Other,0,0,0,9,14
667,onurka84,Person,0,1,0,3,19
668,herasingle,Other,0,0,0,0,0
669,enginkircil,Other,1,0,1,96,104
670,adem_sari54,Other,1,0,0,2,9
671,sseeviill,Other,0,0,0,0,0
672,ca_tulay,Other,0,0,0,0,0
673,mucellasaler,Other,1,0,0,0,2
674,nafakayah,Other,0,0,2,27,59
675,dermanim0l,Other,0,0,0,0,0
676,mehmetmerttv,Media,1,0,0,0,8
677,emrahozinall,Other,1,0,0,0,0
678,arabul_mesut,Other,0,0,5,91,127
679,beksipahi,Other,1,0,0,3,7
680,kubrabitis,Person,0,0,0,0,1
681,reis38kysr,Other,0,0,0,0,2
682,karenonenemal,Other,0,0,0,0,0
683,efelerhabercom,Media,1,0,0,0,0
684,bahattin__demir,Other,1,0,1,8,19
685,gulten_odemis,Other,0,0,0,3,44
686,genckizilaytaru,Institutional,1,0,0,0,4
687,svmslck,Other,1,0,0,0,0
688,dilfirazdegerli,Other,1,0,0,1,0
689,coleman61,Other,0,0,0,0,1
690,genckizilaykmu,Institutional,1,0,0,0,6
691,toprakmevsim,Other,0,0,0,0,0
692,izgazete,Media,1,0,0,0,2
693,emree1907_,Person,0,0,0,0,0
694,ersel_krl,Other,1,0,0,0,0
695,genckizilay50,Institutional,1,0,0,1,20
696,iskender_kaplan,Other,0,0,0,0,0
697,kemaluge,Other,1,0,0,2,1
698,genckizilay67,Institutional,1,0,0,0,9
699,zanaatustasi,Other,0,0,0,0,0
700,gul_sabr,Other,0,0,1,0,16
701,vay_vayarkadas,Other,0,0,0,1,1
702,serminbalik23,Person,1,0,0,5,21
703,ceylan5456,Other,0,0,0,2,4
704,ozcanbozkurt02,Person,1,0,0,6,38
705,marslants,Other,0,0,0,0,5
706,tasbasaydn,Other,1,0,0,4,18
707,khan_darkking,Other,0,0,0,0,2
708,genckizilaybeun,Institutional,1,0,0,0,4
709,tektipplatform,Other,1,0,0,1,5
710,wwwurfacom,Other,0,0,0,0,0
711,celik_inan,Other,1,0,0,1,14
712,genckizilaysiu,Institutional,0,0,0,0,2
713,erkan_akyoll,Other,1,0,0,1,3
714,tmmerhan1,Other,0,0,0,0,1
715,aktasbio,Other,1,0,0,0,2
716,sinemcftc,Other,1,0,0,2,3
717,kaanker99420437,Person,0,0,0,1,2
718,gercekmuhabir,Other,0,1,0,0,6
719,depremgercegi,Earthquake,1,0,1,3,16
720,alpha__666,Other,0,0,0,1,1
721,turgay_unsal,Other,1,0,0,6,54
722,yerkureyesaygi,Other,1,0,0,0,4
723,delilhemikan,Other,0,0,0,1,1
724,genckizilay65,Institutional,1,0,0,1,27
725,genckizilaycomu,Institutional,1,0,2,1,29
726,_gunermehmet__,Person,1,0,3,0,3
727,ucarsinan029,Other,1,0,0,0,0
728,ylmaz98906218,Other,0,0,0,0,0
729,itidl1,Other,1,0,0,3,42
730,petroturkcom,Other,1,0,0,1,3
731,regpecen,Person,0,0,0,0,0
732,atasevermhmmed,Other,1,0,0,3,15
733,gebzeticodasi,Other,0,1,0,3,26
734,kenan12_erol,Person,0,0,0,0,0
735,bekirusta_38,Other,0,0,0,0,2
736,yasmin1903bjk1,Other,0,0,0,1,1
737,genckizilaybuu,Institutional,1,0,0,0,5
738,svksyk,Other,0,0,0,0,0
739,nail_ciler,Other,0,1,0,5,60
740,farukayik,Other,0,0,0,0,2
741,genckizilaybanu,Institutional,1,0,0,0,5
742,haberlerankara,Media,0,0,0,1,4
743,ayd_kalender,Other,0,0,0,0,0
744,_gullerevurgun3,Other,0,0,12,112,224
745,haciozkan33,Other,1,0,1,10,37
746,karamhmts,Other,0,0,0,0,0
747,resital_,Other,0,0,1,0,0
748,emlaktafark,Other,0,0,0,0,0
749,manisakizilay,Institutional,1,0,0,5,19
750,16_haber,Media,1,0,0,0,0
751,muammerbalaban6,Other,0,0,0,0,0
752,_mertkilinc,Person,1,0,0,2,18
753,muzikhabercisi,Media,1,0,0,0,0
754,accordingtotgc,Other,0,0,1,0,2
755,odemisspor1969,Institutional,0,0,0,3,27
756,semizabdulsamet,Other,1,0,0,0,17
757,genckizilaytogu,Institutional,1,0,1,0,7
758,erolozgur55,Person,0,0,0,0,2
759,mustuner2,Other,0,0,1,0,7
760,sevilayericdem,Other,0,0,0,1,5
761,selma_zarifoglu,Other,0,0,0,1,4
762,fatihusluuu,Person,0,0,1,0,0
763,diotimaphylia,Other,0,0,1,0,0
764,odemisbel,Other,1,0,0,8,45
765,yksldmrkya,Other,1,0,1,11,27
766,hknylmzl,Other,0,0,0,0,0
767,argungokhann,Other,0,0,0,0,1
768,kartanesiiii_09,Other,0,0,0,0,1
769,ekmeknfs,Other,0,0,0,0,1
770,furkanyrlkaya,Person,0,0,0,1,6
771,universitesi_f,Institutional,0,0,0,3,7
772,hilalzcan20,Person,0,0,0,0,0
773,mikailmeydanogl,Other,0,0,0,0,0
774,flz_gndz,Other,0,0,0,0,1
775,myslrbzm,Other,0,0,0,0,4
776,pristine_be,Other,1,0,0,1,2
777,ibrahimgzet,Person,0,0,0,4,14
778,vethektrn,Other,0,0,0,3,10
779,nserkanvarol,Other,0,0,0,0,0
780,kubraclskn_44,Person,0,0,0,0,2
781,ogreticihuseyin,Other,0,1,0,1,1
782,serap1729,Other,0,0,0,0,0
783,ebvab_i_sema_5,Other,0,0,4,109,140
784,rsehiril,Other,0,1,0,0,2
785,burdurism,Other,1,0,0,3,10
786,oreyoss,Other,0,0,0,0,0
787,sakuraseyyah,Other,1,0,0,0,0
788,mhmtkrp56,Other,1,0,0,2,12
789,tek_vatan12,Other,0,1,0,35,57
790,emrahhaksuu,Other,1,0,1,0,2
791,asrintayfasi,Other,0,0,0,0,1
792,vycl987vycl,Other,0,0,0,0,1
793,selahattingrkn,Other,1,0,1,23,73
794,iusehir,Other,1,0,1,1,0
795,dada36254471,Other,1,0,0,0,0
796,mehmetsekmen,Person,1,0,1,211,367
797,adige72186319,Other,1,0,0,0,0
798,taniiktir,Other,0,1,0,0,1
799,mervemeseli22,Person,1,0,0,0,0
800,erciskizilay,Institutional,1,0,0,2,13
801,yapiturkeybuild,Other,1,0,0,0,0
802,cigdemozuag,Other,1,0,0,8,35
803,gidafuari,Other,1,0,0,0,0
804,burhansahbudak,Other,1,0,0,0,7
805,eurasiarail,Other,1,0,0,0,0
806,ismailminta,Other,1,0,0,5,5
807,emitt_istanbul,Other,1,0,0,0,1
808,beautyeurasia,Other,1,0,0,0,0
809,atay_zgr,Other,0,0,0,0,0
810,molcucu,Other,1,0,0,1,24
811,erenalgn3,Other,1,0,0,10,30
812,cetinkacmaz6,Other,0,0,0,0,3
813,kleopat01157926,Other,0,0,0,0,0
814,1905vedat1905,Other,0,0,0,0,1
815,uzaktasn,Other,1,0,0,0,3
816,kirlissakal,Other,0,0,0,1,6
817,misslilyum,Other,1,0,0,0,1
818,hamehtan,Other,0,0,0,0,0
819,nizamkilic33,Other,0,0,0,0,6
820,fgneskky,Other,0,0,0,0,1
821,yenturtamer,Other,0,0,0,1,11
822,hsynsrbs2,Other,0,0,0,0,0
823,ratem,Other,1,0,0,2,4
824,cagriiataa,Other,1,0,0,0,0
825,refahatasehir,Other,0,0,1,8,21
826,trembislamabad,Other,1,0,0,2,6
827,vildan__polat,Other,1,0,0,8,45
828,egeyebakis,Other,1,0,0,0,2
829,necobaba4040,Other,0,0,0,0,1
830,akgemin,Other,0,0,0,5,12
831,ayranci732,Other,1,0,0,2,25
832,munal54,Other,0,0,0,0,1
833,aliyilmaztc34,Person,1,0,0,1,5
834,23emreyildiz,Person,1,0,0,3,16
835,gelengulerkara,Other,1,0,0,0,3
836,a_nural,Other,0,1,0,0,0
837,metehanncndan,Other,0,1,0,0,1
838,durgunnecmiye,Other,0,0,0,0,1
839,zelalyavuz9,Other,0,0,0,0,2
840,anjelique_s,Other,0,0,0,0,0
841,mbeydagiturizm,Other,1,0,0,0,7
842,kigibelediyesi,Govermental,1,0,1,8,44
843,abdullahozcan23,Person,0,0,0,0,2
844,baskangarcia,Other,0,0,0,0,0
845,haberasii,Media,1,0,0,0,2
846,ferhat_dasbilek,Other,0,0,0,1,4
847,tgrthabertv,Media,0,1,1,4,20
848,atasininkizi34,Other,1,0,0,0,0
849,egeavcioglu,Other,0,0,1,0,0
850,huseyin_cakmakl,Other,1,0,0,0,1
851,1bekircelk,Other,1,0,1,0,6
852,tahirkalkanurfa,Other,0,0,0,1,11
853,ali_34_53,Person,0,0,0,0,0
854,recepbaglamis,Person,1,0,0,1,10
855,erhandoru1,Other,0,0,1,3,11
856,mamostem,Other,0,0,1,1,13
857,kocaelisehrim,Other,1,0,0,1,25
858,ismailatass,Other,0,1,1,183,299
859,devhaberr,Media,0,0,0,0,0
860,denizliyeniolay,Person,1,0,0,0,0
861,gktus,Other,1,0,0,0,0
862,ghazibaba8,Other,0,0,0,0,1
863,osmankolsuz61,Other,0,0,0,1,0
864,eneseke48228546,Person,1,0,0,5,21
865,bahasurez,Other,0,0,0,0,1
866,eleni523,Other,0,0,0,0,0
867,aknerim,Other,1,0,0,10,62
868,alperendederki,Other,1,0,0,1,1
869,seymacnbkn,Other,0,0,0,0,2
870,_ke_n_a_n_,Other,0,0,0,0,0
871,haberturk,Media,1,0,1,2,19
872,kayseritb,Other,1,0,0,0,5
873,sedat_arisoy,Other,0,1,0,98,147
874,cansumalatyali,Person,1,0,0,0,3
875,senostut,Other,0,0,0,0,1
876,aliyildz01,Person,0,0,0,0,1
877,1soo_4,Other,0,0,0,0,0
878,sosyalmedyagzt,Media,1,0,0,0,2
879,tebessumdernegi,Other,1,0,0,7,13
880,corona_bilgi,Other,0,0,0,1,2
881,mefetr,Person,0,0,0,1,1
882,veniviidiivici,Other,0,0,0,0,3
883,alioz_gur,Person,1,0,1,1,23
884,hsn4k4n,Other,0,0,1,11,42
885,kevinnnsu,Other,0,0,0,3,10
886,dob571,Other,0,0,0,0,1
887,akut_dernegi,Other,1,0,131,206,863
888,marmarisozel,Other,1,0,0,0,4
889,cenk50338735,Other,0,0,0,0,2
890,koseogluakgun,Other,0,0,0,0,0
891,tckuveytbe,Other,1,0,0,3,6
892,ank_kentkonseyi,Other,1,0,0,11,65
893,dersu___uzala,Other,0,0,0,0,0
894,abdulkadirkul67,Other,0,0,2,34,45
895,mersinhaber,Media,1,0,0,0,0
896,karanovski,Other,1,0,4,55,564
897,kanalurfacom,Other,1,0,0,1,1
898,depiderya,Other,0,0,0,0,0
899,septicfield,Other,0,0,0,0,2
900,nefretimsinsara,Other,0,0,1,0,0
901,kokcakgokhan,Other,0,0,0,0,0
902,sonkarakol_tr,Media,0,0,0,7,6
903,aktsmlha,Other,0,0,1,0,2
904,saricamehmet,Person,0,0,0,3,7
905,____xanax____1,Other,1,0,0,0,5
906,nizammetin007,Other,1,0,0,0,1
907,kapaklikaymakam,Other,1,0,0,2,6
908,tcriyadbe,Other,1,0,0,2,4
909,gazete9eylul,Media,1,0,0,7,30
910,u_mml,Other,1,0,0,0,0
911,vatan9007,Other,0,0,0,2,8
912,jakabo34,Other,1,0,0,0,1
913,kmlskz,Other,0,0,0,0,0
914,latife_1979,Other,0,0,0,0,0
915,mustafaaggul23,Person,1,0,0,0,18
916,socialplatforme,Other,0,0,0,0,2
917,profdrdemirdag,Other,0,0,162,165,924
918,cumasolak2023,Other,0,0,0,0,0
919,mardinkusu_47,Other,0,0,0,4,13
920,adaletinsafti,Other,0,0,0,12,13
921,karciagaemrah,Other,0,0,0,0,1
922,esrinbasdemir,Other,0,0,1,0,1
923,tsgsahatemsilci,Other,0,0,0,0,1
924,clara_marie_,Other,0,0,0,0,1
925,adaletinicsesi,Other,0,0,0,0,0
926,sene1965,Other,0,0,0,0,2
927,fifi22501428,Other,0,0,0,0,0
928,sinaneskicioglu,Other,0,0,0,0,0
929,tugvagebze,Other,1,0,0,0,0
930,ragetolol,Other,0,0,0,8,16
931,cicero_23,Other,0,0,0,0,0
932,mustafakavus,Person,1,0,1,42,171
933,burhanbeytt,Other,0,0,0,0,0
934,sibelbak6,Person,0,0,0,0,0
935,emin_abdulhamid,Other,0,0,0,2,1
936,53kosee,Other,1,0,0,0,1
937,zekeriyaanadolu,Other,0,0,0,0,0
938,turizmgunlugu,Other,0,0,0,0,0
939,burakhsimsek,Person,0,0,0,0,7
940,sesler_yurttan,Other,0,0,0,10,16
941,ardaoztekinn,Other,0,0,0,0,1
942,eha_medya,Media,1,0,1,6,21
943,slmzslmty,Other,1,0,0,0,2
944,sibemol_svd,Other,0,0,0,0,0
945,delubakrac,Other,0,0,0,0,1
946,rte1507rte,Other,0,0,0,0,0
947,nuri_dere,Other,0,0,0,0,1
948,yurttasbey,Other,1,0,1,0,2
949,canantznn,Person,1,0,0,0,7
950,netya_5,Other,0,0,0,0,0
951,off_university,Institutional,0,0,0,2,8
952,iyigaziemir35,Other,0,0,0,1,4
953,eudelegationtur,Other,0,0,0,7,13
954,aysegulkalabas,Other,1,0,0,0,4
955,batmanilsaglik,Other,0,1,0,5,38
956,geology_helen,Other,0,0,0,0,0
957,turkey20251,Other,0,0,0,0,0
958,akinglr,Other,0,0,0,0,4
959,ozkanolcay13,Other,1,0,0,0,13
960,bulurerkan,Other,0,0,0,0,0
961,akrsuu,Other,0,0,0,0,0
962,44semerkand,Other,1,0,0,1,7
963,37umke,Other,1,0,0,7,16
964,kattumskva,Other,1,0,1,0,2
965,s_vgkrts,Other,0,0,0,0,0
966,symbk16,Other,0,0,0,0,0
967,kizilaykurumsal,Institutional,1,0,1,14,90
968,dirilisturkcom,Other,1,0,0,1,0
969,gsaray2019,Other,1,0,0,1,3
970,dr_sancakbey,Other,0,0,0,0,2
971,istanbulvethek,Other,1,0,0,0,2
972,drfutbol7,Other,0,0,0,1,1
973,kesifekibi,Other,0,0,6,14,72
974,birbescom,Other,0,0,0,4,5
975,faruk_sofuoglu,Other,0,0,0,2,6
976,sdcbuss,Other,0,0,1,0,5
977,evinkilicccl,Other,0,0,0,0,0
978,mustafakg,Person,0,0,0,0,0
979,yollar9,Other,0,0,0,0,0
980,basindelisi,Other,1,0,0,0,0
981,kayseri_gundem,Media,0,0,0,0,0
982,kocaelijeofizik,Other,0,0,0,0,2
983,rf_kartal,Other,0,0,0,0,0
984,cembilgin1965,Other,0,0,0,0,0
985,ceyhunirgil,Institutional,0,0,4,43,246
986,hakansertkale1,Other,0,0,0,0,0
987,kkinses,Other,0,0,0,0,1
988,trisscilla,Other,1,0,0,0,1
989,abkarabulut,Other,1,0,0,4,27
990,fenerterraye,Other,0,0,0,0,1
991,sumeyra2,Other,0,0,0,1,11
992,gribiri,Other,0,1,0,0,3
993,omerkocdha,Person,0,0,0,0,0
994,manisakulishbr,Other,1,0,1,0,0
995,dryesimakinci,Other,1,0,1,1,35
996,miamirich21,Other,0,0,0,0,1
997,ismaillkocakk,Other,0,0,1,0,0
998,yasinguless,Other,0,0,0,0,5
999,hibedestekcom,Other,0,0,0,0,1
1000,gulsen_akif,Other,1,0,0,0,0
1001,fatihyaldz,Person,0,0,0,0,0
1002,bambucup,Other,0,0,0,0,1
1003,mdavetci,Other,0,0,1,0,0
1004,emreberat_58,Person,1,0,0,2,13
1005,khyberist,Other,0,0,0,0,0
1006,egitimhaberci,Media,0,0,0,1,1
1007,ilhamisilenger,Other,0,0,0,0,13
1008,umut14328350,Person,0,0,0,0,0
1009,izmireyuder,Other,1,0,0,1,2
1010,cengaverhaber,Media,0,1,0,0,0
1011,sultanbeyliicin,Other,0,1,0,0,4
1012,oguzhantaskin75,Other,0,0,0,0,0
1013,00_idris,Other,0,1,0,0,6
1014,mohamadhoussain,Other,1,0,3,1,5
1015,sarhimmet,Other,0,0,0,0,2
1016,haberimizvarnet,Media,0,0,0,0,0
1017,alvaro_untz,Other,0,0,0,3,13
1018,selena__8,Other,0,0,0,3,4
1019,gulayyildiz,Other,0,0,0,1,0
1020,dokuz8haber,Media,1,0,1,3,10
1021,serimdock_pi,Other,0,0,0,0,2
1022,meltemurtezaog1,Other,0,0,0,6,13
1023,ogunel5,Other,0,0,0,0,15
1024,demirtasbilir,Other,0,0,0,0,4
1025,semihyukseltr,Other,1,0,0,0,7
1026,yasin__tuncer,Other,1,0,0,0,0
1027,yandasfilozof,Other,0,0,0,2,4
1028,yasinkaraca77,Other,0,0,0,0,0
1029,son_silkici,Media,1,0,0,0,0
1030,can07971007,Person,0,0,0,0,0
1031,kpekdogann,Other,0,0,0,0,2
1032,akpartiilgaz,Govermental,1,0,0,1,1
1033,dilaraguzellik1,Other,0,0,2,3,19
1034,busracin_,Person,0,1,0,0,2
1035,derya_seymenveb,Other,1,0,0,1,0
1036,napacanbeya,Person,0,0,0,0,1
1037,a__kangal,Other,0,0,0,1,1
1038,gurozturk,Other,0,0,0,0,1
1039,dewrim666_mka,Other,0,0,0,1,1
1040,kosemihallll,Other,1,0,1,20,23
1041,kocaelibld,Govermental,0,0,0,8,47
1042,mustafayctp3,Person,0,0,0,0,0
1043,attila27519786,Other,0,0,0,0,0
1044,tayfunustaa,Other,0,0,0,0,1
1045,murkck,Other,0,1,0,0,1
1046,halkicinsaglik,Other,0,0,0,1,5
1047,iibfiktisat4,Other,1,0,0,2,2
1048,kaldiracankara,Person,1,0,0,0,3
1049,egelipazar,Other,0,0,3,24,53
1050,hanamorel,Other,1,0,0,0,1
1051,mehmet_han_efe,Person,0,0,0,0,1
1052,dearticleshores,Other,1,0,0,0,1
1053,sakaryahabercom,Media,1,0,0,3,12
1054,kubraakgul05,Person,1,0,0,0,0
1055,suhancolak,Other,0,0,0,0,0
1056,isademi63810866,Other,1,0,0,1,1
1057,svg__1905,Other,0,0,0,0,1
1058,gulserenylmzz,Other,0,0,0,0,0
1059,qutbdnishanch,Other,1,0,1,0,2
1060,sema87655030,Other,0,0,0,0,6
1061,06_cakirbeyli,Other,0,0,1,0,1
1062,cannabis35,Person,0,1,0,0,2
1063,toprak02mehmet,Person,1,0,0,2,18
1064,rusvanli,Other,1,0,0,1,5
1065,wedatkrt,Other,1,0,0,0,1
1066,cemilagirbaser,Other,1,0,0,0,0
1067,nilgunbodur,Other,1,0,1,5,36
1068,imh_etkinlik,Other,0,0,0,8,31
1069,serkanisik_16,Other,1,0,0,1,5
1070,isintln,Other,1,0,1,1,1
1071,uykucu_kahin,Other,1,0,0,1,1
1072,akifbeyaz,Other,0,0,0,0,6
1073,abdulkadirdal,Other,0,1,0,0,6
1074,redcrosseu,Other,0,0,0,2,8
1075,muratkosemamak,Person,1,0,2,57,135
1076,osmansavas,Other,0,0,0,1,56
1077,szrdurmus,Other,0,0,4,108,118
1078,sendilirmak,Other,1,0,0,0,0
1079,okncyln19,Other,0,0,0,0,1
1080,tayyarozcan,Person,0,0,0,2,23
1081,eyy__ozgurluk,Other,0,0,3,5,13
1082,designerserap,Other,0,0,0,1,2
1083,bingolbel,Other,1,0,3,34,282
1084,svdbytn,Other,0,0,0,1,11
1085,aliuykur211,Person,1,0,0,7,7
1086,eminekucukali,Person,1,0,0,10,39
1087,scagdasakpinar,Other,1,0,0,1,1
1088,syurttas58,Other,0,0,0,0,0
1089,alibaba062,Person,1,0,0,2,3
1090,arzuyeilyurt10,Other,0,0,0,1,0
1091,iscigazetesi,Media,1,0,0,0,1
1092,ayhan1980kaya,Other,0,0,0,0,0
1093,kukunkuka,Other,0,0,0,0,0
1094,drn89658967,Other,1,0,0,2,2
1095,vahapkucuk44,Other,1,0,4,26,149
1096,cihandgnn,Other,0,0,0,0,0
1097,gokhangormek,Other,0,0,0,0,0
1098,tarkdemirel65,Other,0,0,0,1,22
1099,1979_1903,Other,0,0,0,0,1
1100,mehtapozer34,Other,0,0,1,0,2
1101,iyipartiizmir35,Govermental,1,0,3,23,50
1102,siirkalbinsusu,Other,0,0,0,0,3
1103,destanerz1988,Other,1,0,0,0,3
1104,mkilic76,Other,0,0,1,0,2
1105,rengizes,Other,0,0,0,0,0
1106,dokaio75,Other,0,0,0,0,3
1107,mk_ataturkum,Other,0,0,0,0,0
1108,pektoralgerme,Other,0,0,0,0,1
1109,kulmustafa77_ac,Person,0,1,1,21,165
1110,gundemgazetesi1,Media,0,0,0,0,0
1111,ankarathk,Other,1,0,0,2,13
1112,lucrezia_donati,Other,0,0,0,0,0
1113,mustuley,Other,1,0,0,0,2
1114,empat5b,Other,0,0,0,0,2
1115,coskun_ozen_,Other,1,0,0,0,2
1116,ausodigem,Other,1,0,1,5,11
1117,muratildeniz62,Person,1,0,0,0,0
1118,halilet74966054,Person,0,0,0,0,0
1119,umit_turhan,Other,0,1,0,78,181
1120,raziyekarakok,Other,0,0,0,1,1
1121,safakuzuner,Other,0,0,0,0,0
1122,yakupgundogdu75,Other,0,0,0,4,10
1123,m_emre_23,Person,0,0,1,0,0
1124,edacftc,Other,1,0,0,0,1
1125,sinan_smry,Other,0,0,0,0,0
1126,cetinkayaaburak,Person,0,0,0,0,2
1127,yilmazozdil35,Other,0,0,1,8,39
1128,zihniyildizhan,Other,1,0,2,1,105
1129,ertdomrul1979,Other,0,0,0,0,3
1130,miragest,Other,0,0,0,0,0
1131,anlamsiz_112,Other,0,0,1,2,11
1132,ultraslan_van,Other,1,0,0,1,11
1133,fatanatik,Other,0,0,0,1,5
1134,ebrudem78036291,Other,0,0,0,1,2
1135,cengizarolu,Other,0,0,0,0,1
1136,zeynepglylmaz1,Person,0,0,0,13,59
1137,ck_samsun,Other,1,0,7,47,304
1138,umtkaraaa,Other,1,0,0,0,7
1139,yildiray2570,Other,0,0,0,0,1
1140,slmhktn,Other,0,1,14,185,810
1141,nara_anestu,Other,1,0,0,0,0
1142,maliiiibuuuu,Person,0,0,0,8,36
1143,burcikoo1,Other,0,0,0,0,5
1144,sulusepken15,Other,0,0,3,0,0
1145,mazlumacan_12,Person,0,0,0,0,2
1146,sosyalist_gundm,Person,1,0,0,6,9
1147,karadenizeko_,Person,1,0,0,0,0
1148,zaferkarakas33,Other,1,0,0,0,0
1149,sezenyilmaz5,Other,0,0,0,5,1
1150,firatsarsar,Other,0,0,0,5,36
1151,sokak_serserisi,Other,0,0,0,0,0
1152,bekirsavram,Other,1,0,1,13,26
1153,encsebnem,Other,1,0,0,0,0
1154,mybaereyncio,Other,1,0,0,0,2
1155,kalli1m,Other,0,0,2,1,5
1156,nafiyeekoca,Other,0,0,0,0,0
1157,mardinilmem,Other,1,0,0,7,39
1158,tc_polis__,Other,0,0,0,0,0
1159,grnserpil,Other,1,0,0,1,4
1160,mfeyzii,Other,1,0,0,0,8
1161,bolu_bolubeyi,Other,0,0,1,0,13
1162,srpl_41,Other,0,1,0,0,3
1163,kizilayerzurum,Institutional,1,0,3,4,29
1164,caku_yapiisleri,Other,1,0,0,0,3
1165,yaprak_byb,Other,0,0,1,4,42
1166,gmzarslnnn,Other,0,0,0,0,10
1167,yasinba07439323,Other,1,0,0,0,5
1168,yilmazdirim,Other,1,0,0,0,3
1169,whoturkey,Other,1,0,0,1,3
1170,arif5060,Other,1,0,0,0,2
1171,abdulaasanovski,Other,0,0,0,0,0
1172,deli1adam21,Other,0,0,0,0,1
1173,hasanogutlu,Other,1,0,0,1,10
1174,gokboru_turanci,Other,1,0,1,2,12
1175,r_yildirici,Other,0,0,0,1,2
1176,pinaroren01,Other,0,0,0,0,1
1177,mhisarc,Other,0,0,1,7,87
1178,1981rahime,Other,0,0,0,1,3
1179,anadolu_univ,Institutional,1,0,0,4,46
1180,aknchazal1907,Other,0,0,0,0,0
1181,tcabudabibe,Other,1,0,0,0,1
1182,sedaozguven_,Other,0,0,1,0,6
1183,miro2650,Other,0,0,0,0,0
1184,bcekmecetepecik,Person,1,0,0,0,0
1185,antakyagazete,Media,1,0,0,0,1
1186,_spyman_,Other,0,0,0,0,0
1187,chatncesu,Other,1,0,0,0,0
1188,berfin14524652,Other,0,0,0,0,0
1189,khibele,Other,0,0,0,1,4
1190,seoapocan,Person,0,0,0,0,1
1191,twistedmorbidly,Other,0,0,0,0,0
1192,erkansenmusic,Other,1,0,0,0,5
1193,cafer2008,Other,0,0,0,0,0
1194,gurpinarbel,Other,1,0,0,29,62
1195,c_igdossca,Other,0,0,0,0,3
1196,hatice27339483,Other,0,0,0,0,0
1197,trtkurditurkce,Other,0,1,0,3,7
1198,aksimabdulkadir,Other,1,0,0,0,0
1199,oktay_byrktr,Other,1,0,0,0,4
1200,alicakicioglu,Person,0,0,0,0,3
1201,nesrinaltundag6,Other,0,0,0,0,0
1202,aysegulesit01,Other,1,0,0,3,13
1203,muharremmarabi,Other,1,0,1,0,6
1204,_yusufcoskun,Person,1,0,0,27,200
1205,guney24haber,Media,0,0,0,0,2
1206,serranur46,Other,1,0,0,0,2
1207,roniesenn,Other,0,1,0,2,21
1208,engnbzts,Other,1,0,43,40,275
1209,fethicagil,Other,0,1,0,4,26
1210,1f9e0n7erfener,Other,0,0,0,0,0
1211,turkishcgdubai,Other,1,0,0,1,2
1212,oocan7,Person,0,0,0,0,1
1213,nkaplan33,Other,1,0,0,3,13
1214,oyalin,Person,1,0,0,0,9
1215,sana_jamal,Other,0,0,0,1,2
1216,egezek,Other,0,0,1,2,4
1217,sancaktepekzly,Other,1,0,0,2,15
1218,egeiletisimm,Other,1,0,0,0,0
1219,atakan_soylemez,Other,1,0,0,0,2
1220,fso41,Other,0,0,0,0,2
1221,ua_karahan,Other,0,0,0,0,0
1222,sariyerposta,Other,0,0,0,0,0
